id,speed
140,47.38864913
141,43.04773723
142,30.14457253
143,14.92907565
144,19.89476724
145,19.61243698
146,18.79658191
147,48.51569326
148,49.13596052
149,47.93750997
150,47.60097325
151,15.85501026
152,15.94580772
153,14.05766133
154,9.396842081
155,23.18160573
156,34.08963892
157,41.98701387
158,38.50487887
159,38.60232328
160,46.55180037
161,46.71332509
162,48.00675196
163,47.8341369
164,43.93786259
165,28.03244469
166,14.45462294
167,19.91991271
168,19.21960699
169,20.01090932
170,13.11328278
171,12.69236879
172,44.46381313
173,48.06306426
174,44.4308485
175,24.38505859
176,21.22361526
177,17.87900529
178,17.47123444
179,9.539499452
180,45.90318504
181,47.41960803
182,48.2878894
183,47.75537426
184,41.45293748
185,20.33632964
186,17.23619125
187,33.80001658
188,31.60595216
189,48.40159755
190,43.02208673
191,43.0040081
192,36.07892633
193,35.72641489
194,34.73612416
195,35.03915447
196,35.20622341
197,42.55369539
198,38.85636834
199,47.79516286
200,46.92562348
201,28.67924237
202,25.88698005
203,18.59282582
204,18.66406072
205,19.14554128
206,38.5132568
207,40.76522785
208,48.29504852
209,48.36978576
210,47.77059987
211,47.84194375
212,25.09063814
213,13.0727376
214,19.42469067
215,19.78107819
216,15.95977282
217,20.57303388
218,46.16751251
219,47.67644975
220,47.16812463
221,44.11736561
222,27.93259099
223,15.04480103
224,10.18855138
225,24.7745615
226,45.79032453
227,48.49463194
228,16.06319404
229,24.94651949
230,19.99533094
231,21.42139848
232,44.16474143
233,47.97872744
234,46.76678067
235,19.08876903
236,24.14248678
237,18.29789741
238,19.79483647
239,45.68360709
240,34.88702367
241,39.38925528
242,48.55434594
243,49.03426058
244,48.0097708
245,48.09693691
246,31.92301591
247,23.02397599
248,22.7638075
249,20.2243235
250,16.910345
251,30.66422221
252,38.97503469
253,36.54148354
254,36.81474269
255,47.50898477
256,45.48648224
257,45.91726727
258,44.16013381
259,41.74051937
260,41.97970017
261,41.57326435
262,39.32371946
263,42.58714589
264,34.6209132
265,41.4506381
266,47.85118391
267,44.74266527
268,18.85327846
269,20.50007518
270,20.2719523
271,20.36927366
272,20.00499693
273,16.22303838
274,45.79031869
275,47.61836476
276,48.12150479
277,47.37208724
278,31.16262356
279,15.35822583
280,16.19178454
281,22.70145294
282,20.03341903
283,16.17467747
284,12.28400143
285,12.21880805
286,47.85390129
287,47.87397806
288,14.43245083
289,14.18457101
290,16.56939708
291,12.17410199
292,11.99120275
293,27.17438537
294,46.59545324
295,48.71880378
296,47.92541487
297,33.83785353
298,22.6122534
299,28.20307563
300,17.9986443
301,17.98865411
302,22.48274651
303,42.56196168
304,41.81823743
305,49.38516713
306,48.15786979
307,48.39044953
308,45.90023847
309,28.70957604
310,17.19070433
311,11.12177939
312,44.19408283
313,36.26648744
314,38.29074957
315,48.90175061
316,47.0549421
317,40.4875827
318,36.25707245
319,36.42157213
320,44.88546923
321,47.65735631
322,45.80476373
323,45.41795537
324,44.82950601
325,43.86601382
326,43.66859519
327,41.47167187
328,41.65707585
329,37.44581556
330,37.72486954
331,38.73624526
332,40.21324429
333,38.23069267
334,37.04945283
335,37.35083249
336,46.22961393
337,46.18925839
338,14.35316246
339,18.93323675
340,19.0443312
341,19.38782496
342,44.23505414
343,44.8711226
344,48.53115272
345,48.29581312
346,47.95219457
347,19.2026886
348,37.54911537
349,49.14319165
350,48.78521303
351,48.20712438
352,31.21113005
353,16.13502718
354,23.6402358
355,16.46376253
356,16.31306907
357,21.9348202
358,34.85230165
359,44.56486672
360,43.2814703
361,48.01680082
362,15.66509588
363,24.11922066
364,18.22419188
365,17.759478
366,11.90718799
367,23.23456907
368,41.76385189
369,49.32575812
370,48.56668686
371,47.81652855
372,47.82919787
373,18.73913566
374,19.27664549
375,10.27219537
376,18.6666689
377,36.26857094
378,40.38424181
379,48.83179927
380,26.51466083
381,17.39998643
382,17.25457513
383,31.79646194
384,47.55708753
385,47.95090588
386,47.4044878
387,44.11864918
388,41.56325242
389,37.40646952
390,37.5629761
391,37.50855829
392,47.83007886
393,48.12068697
394,47.18407244
395,15.85203047
396,16.26440914
397,21.84691313
398,21.45219148
399,18.63419055
400,10.88585169
401,35.12412429
402,40.15331601
403,48.04350915
404,47.10496808
405,45.88091406
406,28.91997259
407,16.19308695
408,17.27845644
409,19.64422475
410,20.23146433
411,12.62488492
412,44.04617491
413,38.73978715
414,43.43276834
415,47.87629351
416,48.11303406
417,47.54053474
418,47.52200893
419,30.45554434
420,16.9098011
421,9.494268268
422,44.6302239
423,38.7890443
424,48.21632952
425,48.66137838
426,45.6823129
427,35.35156934
428,34.77992347
429,41.67911922
430,37.71784166
431,47.28231245
432,47.74056959
433,45.55542682
434,30.42724356
435,32.41580318
436,24.38281691
437,22.08531526
438,48.59389151
439,49.23264089
440,49.25679234
441,37.85045589
442,38.80959243
443,36.40761322
444,34.78276623
445,34.46276013
446,35.27265794
447,35.46299405
448,46.49641723
449,46.03948877
450,44.47582758
451,45.27524009
452,45.03534191
453,44.89739753
454,43.43330961
455,43.3570092
456,43.37473188
457,44.308225
458,48.52814939
459,48.1692548
460,39.74109238
461,28.05125674
462,28.45154264
463,28.53604492
464,30.95661617
465,39.56671066
466,47.25181442
467,47.71040847
468,47.19040258
469,45.57533053
470,39.95413359
471,40.18655018
472,32.87239366
473,27.04352777
474,19.58913495
475,28.11837632
476,47.9068514
477,45.69933968
478,34.88183656
479,35.37523507
480,28.07711833
481,28.16370264
482,26.63800587
483,48.42663595
484,47.2884386
485,47.2769298
486,37.25140142
487,34.4676604
488,35.88319278
489,18.66086656
490,18.38041346
491,35.40993174
492,42.63075821
493,48.45774216
494,47.73115868
495,47.58184612
496,22.758045
497,31.53999452
498,39.88956842
499,48.85864196
500,48.31753042
501,48.48026841
502,48.36149731
503,47.95905884
504,39.72898914
505,34.95342457
506,34.43883823
507,34.35045214
508,28.50158069
509,42.34921171
510,46.56538883
511,46.63522594
512,45.36761797
513,45.33482651
514,43.60129855
515,42.45554941
516,42.17204402
517,41.67818582
518,47.38096476
519,47.12127453
520,16.5946038
521,23.69662127
522,25.60865172
523,21.51308028
524,18.35346585
525,41.97023028
526,47.96781127
527,48.12287697
528,47.01278502
529,28.63183107
530,18.95016709
531,23.81901793
532,23.61485023
533,18.3260925
534,16.6533776
535,47.59990545
536,26.74477963
537,16.02506064
538,20.86883972
539,22.31509484
540,14.80861443
541,14.41765477
542,44.48668824
543,43.54809671
544,47.86067987
545,46.52779867
546,13.45707463
547,19.07938174
548,19.32287351
549,20.5551082
550,19.50468904
551,40.04075633
552,41.94468028
553,48.09633542
554,48.47179118
555,45.61682557
556,26.72121427
557,18.06282016
558,21.64361828
559,22.0182774
560,17.13799769
561,17.113426
562,19.81641306
563,20.00353272
564,14.85971032
565,14.04337483
566,43.09358036
567,36.02778719
568,40.92333567
569,49.46735297
570,49.27989295
571,32.31068665
572,40.76651088
573,46.44779674
574,46.42668999
575,46.420908
576,47.22074386
577,43.75663539
578,42.42592428
579,41.28030858
580,41.43974609
581,36.53029761
582,47.91716552
583,48.05815628
584,14.88759046
585,17.98971243
586,23.30073119
587,22.85721828
588,20.55104019
589,18.59901931
590,18.62421293
591,18.46037316
592,47.10768854
593,48.65274797
594,48.73184041
595,46.18440441
596,45.63292067
597,28.54430587
598,23.56099173
599,23.68760316
600,14.86571604
601,47.48987216
602,47.76404481
603,45.80274412
604,13.01854473
605,18.63419562
606,36.32251513
607,40.49724408
608,48.25842434
609,48.60549472
610,47.7454335
611,47.61719984
612,44.88013632
613,15.53263209
614,18.018993
615,14.36984978
616,14.44976255
617,14.45009427
618,11.46320559
619,18.47223048
620,41.29828703
621,49.33099933
622,48.87440596
623,48.47847097
624,45.49759267
625,26.79173416
626,19.00281901
627,18.65929683
628,19.44930714
629,8.876813065
630,23.39796446
631,48.45455182
632,47.731297
633,46.37835378
634,41.98374801
635,28.20667369
636,20.41612874
637,48.66353181
638,48.6529235
639,47.43758058
640,41.46786591
641,42.14879654
642,42.29258925
643,41.03348584
644,39.26382302
645,41.36094015
646,39.04138667
647,48.00536931
648,47.99877943
649,46.84397574
650,45.69134757
651,19.19007751
652,20.40043147
653,10.57506907
654,20.1124794
655,46.92984811
656,47.03214742
657,47.51091673
658,46.9939915
659,46.78601677
660,44.81444915
661,16.43375297
662,22.51436522
663,18.65680575
664,19.75194072
665,17.54587427
666,17.57802147
667,12.3828831
668,42.79246095
669,39.82532446
670,43.07665266
671,47.74811675
672,45.21861308
673,23.3282741
674,18.39268027
675,36.17030592
676,48.19381157
677,47.91361829
678,46.66587198
679,13.17170893
680,22.2494777
681,17.93789236
682,20.044361
683,20.0539248
684,42.69705825
685,47.85777974
686,48.08344418
687,48.00573714
688,45.11539077
689,23.62848756
690,17.01131287
691,22.70014055
692,18.17194102
693,17.57350591
694,49.92046391
695,49.34789984
696,40.0049769
697,26.6555309
698,24.01316658
699,20.00345769
700,18.69289974
701,17.4859964
702,39.32949547
703,46.37723699
704,48.15176904
705,48.11317004
706,47.98152798
707,45.75567099
708,42.88134984
709,42.79220435
710,42.74034101
711,42.77208724
712,42.74966748
713,40.8935852
714,38.99475428
715,42.947933
716,37.19138143
717,45.47088972
718,47.57792316
719,26.94590662
720,13.761223
721,11.92459378
722,11.5807139
723,42.04952118
724,44.1503568
725,47.33787965
726,47.25204519
727,26.15756621
728,15.37471075
729,13.94721574
730,9.566061063
731,42.87926554
732,47.49308261
733,48.38616033
734,44.7176804
735,11.87628873
736,15.16022259
737,15.46974633
738,13.74075598
739,9.159888936
740,35.70548841
741,43.39508077
742,47.95717647
743,48.39473042
744,48.51345579
745,27.69667746
746,16.33682374
747,20.39926681
748,20.31963429
749,18.52888902
750,18.31534683
751,15.12562063
752,37.13813309
753,48.55291639
754,48.16671443
755,47.63234185
756,47.52731466
757,13.92774985
758,16.98005138
759,16.92907101
760,20.4080327
761,10.71728412
762,23.48714561
763,43.76793538
764,36.50821877
765,40.7408848
766,48.87044547
767,48.96135156
768,41.0089915
769,16.48413794
770,17.72263695
771,21.4615298
772,33.76566427
773,45.64693689
774,46.69628213
775,46.42176363
776,46.2158181
777,45.36210406
778,41.61698357
779,36.71763016
780,47.72048996
781,47.69055614
782,47.65066782
783,14.54832468
784,17.58025577
785,19.17058306
786,17.28912933
787,17.3815007
788,9.683977005
789,22.59231158
790,47.79100645
791,48.08839553
792,47.24605368
793,47.36298265
794,15.6186647
795,15.61106063
796,13.7322145
797,10.26706266
798,22.96762436
799,47.36949564
800,27.79542364
801,14.20031639
802,15.55089199
803,15.24837962
804,14.12937906
805,11.58345589
806,36.98599384
807,44.12297595
808,48.27129213
809,47.72901591
810,47.95442356
811,47.81478493
812,24.72060044
813,14.17228184
814,16.69329382
815,16.92045586
816,16.19998512
817,45.16890944
818,36.69517912
819,48.93747893
820,47.935079
821,26.96333137
822,30.86414914
823,23.53174682
824,23.50185004
825,24.27580271
826,48.47085256
827,48.03988021
828,39.92188795
829,35.95091586
830,35.66060089
831,32.61583562
832,41.84442238
833,37.55206492
834,47.62040756
835,48.14469048
836,43.83247587
837,42.78040039
838,38.9024498
839,38.37749082
840,48.03095864
841,48.60662421
842,48.01323606
843,37.15772065
844,26.08120532
845,22.76653109
846,31.52560112
847,39.73939101
848,47.49308682
849,47.53929543
850,47.17758013
851,18.62024981
852,23.58376754
853,24.58167042
854,24.52080588
855,24.71248131
856,21.21083678
857,41.417474
858,44.18712354
859,47.69312336
860,47.3421064
861,47.32374504
862,16.20742079
863,23.96330487
864,22.18283499
865,21.58192818
866,26.6944048
867,44.5107051
868,39.53148464
869,49.32216936
870,47.60484531
871,34.63081292
872,27.1539611
873,23.01665615
874,43.74365612
875,43.05428107
876,48.62566079
877,48.1522246
878,47.2171296
879,18.44632454
880,12.21877138
881,11.89704533
882,25.18805131
883,45.47273615
884,37.41637907
885,48.43936805
886,48.34810406
887,48.21008317
888,47.70784787
889,47.50520243
890,39.88131766
891,26.25211126
892,36.67931823
893,37.24611666
894,37.84544824
895,47.40170423
896,44.55414215
897,46.17170439
898,45.24589128
899,45.17413165
900,46.38429937
901,47.35511439
902,46.87351562
903,31.49390286
904,16.03280822
905,16.43555348
906,21.93228157
907,19.28641662
908,18.87219424
909,12.49539573
910,36.83760264
911,45.08990076
912,47.60726672
913,47.01940463
914,46.99538734
915,22.82312623
916,23.05297385
917,19.28835721
918,20.58363021
919,12.80782735
920,47.73423383
921,48.27768718
922,47.6186842
923,14.57756759
924,14.56128711
925,14.52456114
926,17.07565101
927,17.35095633
928,11.27659915
929,10.85343939
930,25.84851263
931,36.98198807
932,44.59978294
933,47.93628865
934,15.06997403
935,22.61445724
936,17.32837463
937,16.9752774
938,11.53791036
939,20.53563397
940,43.12948035
941,49.28615305
942,48.36736536
943,47.54884963
944,47.5191857
945,28.38650031
946,15.05760937
947,23.05542312
948,22.47533308
949,17.85795006
950,40.58279304
951,46.71830134
952,46.8232802
953,45.91408891
954,39.72398093
955,23.19234152
956,24.32454647
957,15.04610274
958,40.78022402
959,35.93715178
960,46.07262911
961,46.49355561
962,48.39558843
963,45.50691772
964,44.00036677
965,41.54422731
966,41.46940305
967,41.74073247
968,41.96164484
969,42.1727784
970,39.65914296
971,38.133047
972,46.6933416
973,13.30941914
974,17.52897804
975,26.27377856
976,19.31516874
977,17.5007881
978,19.19477577
979,12.45858108
980,11.90349867
981,27.75748092
982,45.01463914
983,48.45176716
984,48.86797904
985,47.42347285
986,26.23509539
987,13.53199911
988,13.14663079
989,10.47709288
990,34.47766631
991,44.76275923
992,48.99982339
993,47.76359066
994,47.09335397
995,47.0917298
996,31.30945962
997,15.75704856
998,17.05344951
999,24.35501135
1000,18.86271085
1001,19.7989345
1002,20.06408247
1003,10.23768308
1004,21.26207835
1005,44.27575074
1006,48.09743493
1007,47.04366437
1008,44.88639062
1009,29.08612111
1010,16.61609302
1011,18.56426335
1012,12.40000615
1013,11.86313674
1014,43.57220015
1015,48.07335754
1016,47.62473667
1017,28.14802567
1018,17.61857315
1019,22.9560922
1020,15.63622599
1021,15.79920583
1022,10.73777412
1023,33.52164672
1024,44.13110639
1025,35.8478456
1026,49.54197103
1027,26.92724853
1028,21.50435081
1029,18.26254999
1030,18.98925258
1031,19.71267897
1032,17.33103501
1033,40.44835356
1034,39.76345837
1035,45.06039966
1036,47.70814387
1037,47.68400992
1038,43.43022578
1039,40.84890138
1040,41.87950155
1041,41.4339275
1042,41.21096914
1043,37.565807
1044,43.4621129
1045,39.76674888
1046,38.1571759
1047,48.12323227
1048,47.01709471
1049,47.58087276
1050,28.73320549
1051,20.73757317
1052,15.19191138
1053,10.09073311
1054,44.43969501
1055,48.46892728
1056,47.88278673
1057,47.17894339
1058,45.84345848
1059,12.92224552
1060,18.52126481
1061,17.14085201
1062,10.47009691
1063,37.73884895
1064,43.68168133
1065,40.3534107
1066,47.94470623
1067,47.4038098
1068,47.72697479
1069,47.25169671
1070,47.17539317
1071,44.88759213
1072,13.74877668
1073,13.08222046
1074,12.34408982
1075,20.01556374
1076,32.90365448
1077,48.3664475
1078,45.49603136
1079,14.32550769
1080,16.82808696
1081,17.75844371
1082,19.65488618
1083,13.53891499
1084,44.88991422
1085,37.21426206
1086,42.95744354
1087,47.53060567
1088,16.67896995
1089,9.768159192
1090,36.91460355
1091,41.43475713
1092,48.25752211
1093,47.82999635
1094,47.27328688
1095,40.65906448
1096,27.36984503
1097,26.44192349
1098,15.54420435
1099,18.58955201
1100,18.15056412
1101,29.62915602
1102,38.8810844
1103,41.10183733
1104,37.20991891
1105,37.37569552
1106,47.57973897
1107,47.36445102
1108,43.89561282
1109,41.61880948
1110,40.88101932
1111,40.60659257
1112,39.99932296
1113,43.09666217
1114,43.41883262
1115,48.10809253
1116,47.44095606
1117,47.51995959
1118,25.84765063
1119,20.7498462
1120,35.44407041
1121,39.86761393
1122,39.29233117
1123,48.71824738
1124,46.16571205
1125,28.99598222
1126,27.65258902
1127,27.710529
1128,28.94359379
1129,40.37890423
1130,44.15214903
1131,48.27376726
1132,46.62829447
1133,45.36018022
1134,29.504843
1135,17.77251358
1136,19.00186922
1137,18.70029202
1138,20.68268801
1139,12.80784118
1140,45.6379708
1141,38.24423613
1142,48.29036197
1143,48.9386269
1144,47.55870515
1145,26.93033763
1146,19.51329031
1147,21.64474635
1148,46.2130296
1149,44.98983832
1150,12.83800115
1151,20.90686845
1152,20.86856019
1153,19.59888583
1154,20.05252632
1155,15.38121494
1156,14.64042785
1157,29.6115001
1158,39.65852477
1159,36.41459465
1160,47.60509323
1161,47.75332398
1162,47.92203254
1163,47.70437104
1164,27.4444221
1165,20.78066231
1166,19.9692927
1167,19.75718933
1168,46.06316476
1169,47.70144998
1170,45.57784676
1171,41.96992197
1172,38.80293422
1173,36.99989541
1174,43.70935988
1175,46.90770213
1176,46.83426616
1177,31.23314313
1178,17.36659451
1179,18.03549613
1180,19.65794511
1181,22.68835978
1182,13.70497882
1183,44.95277218
1184,42.94208281
1185,46.10646325
1186,45.72820302
1187,45.59049592
1188,24.86124603
1189,17.94374573
1190,16.99492109
1191,18.6856474
1192,36.86047791
1193,44.21629073
1194,47.44082115
1195,47.03227819
1196,46.94861018
1197,44.69009218
1198,26.75407345
1199,42.83691782
1200,49.02054781
1201,48.19207123
1202,44.42466125
1203,14.41343366
1204,20.43764687
1205,17.31881282
1206,17.45708094
1207,9.266747672
1208,18.33849791
1209,37.08816897
1210,46.8714437
1211,45.41523531
1212,23.45747005
1213,23.39999162
1214,17.02896252
1215,16.93864217
1216,47.89199585
1217,48.24019107
1218,47.69984605
1219,39.75356217
1220,24.9963808
1221,21.17957778
1222,20.99879096
1223,20.74441124
1224,21.15975308
1225,19.26128516
1226,18.28634417
1227,41.35206273
1228,36.13070993
1229,37.0093129
1230,48.17502307
1231,47.210466
1232,42.14243141
1233,42.24197629
1234,39.34774823
1235,47.90708946
1236,13.99427942
1237,19.53477499
1238,18.93068158
1239,12.98288282
1240,21.73013886
1241,44.27048652
1242,39.18370226
1243,41.90105168
1244,48.21997767
1245,47.31223057
1246,16.75157914
1247,23.50999572
1248,23.74614893
1249,11.48299202
1250,46.05505018
1251,48.87320614
1252,47.62905323
1253,47.76359012
1254,25.58867786
1255,16.1447714
1256,16.46911531
1257,40.18084262
1258,48.28772107
1259,46.93510851
1260,46.91454372
1261,44.99119404
1262,26.38574229
1263,21.37594342
1264,16.38006472
1265,16.48299481
1266,16.27348315
1267,16.4190576
1268,20.59231934
1269,47.46609221
1270,47.23411368
1271,48.36273885
1272,44.89511579
1273,12.6835381
1274,17.27317469
1275,17.87090596
1276,17.78258768
1277,12.58395905
1278,18.9347111
1279,38.71911877
1280,44.4759797
1281,36.74866783
1282,45.54996464
1283,46.93058547
1284,47.64352919
1285,21.28759695
1286,25.32442331
1287,26.6861594
1288,26.35065887
1289,20.30111126
1290,37.47703354
1291,47.50254875
1292,46.76202052
1293,43.77034933
1294,41.36876927
1295,41.61841152
1296,41.42117528
1297,37.74143067
1298,43.83756732
1299,47.05254228
1300,47.24333769
1301,45.31070301
1302,23.4940661
1303,12.96070604
1304,21.32062181
1305,48.20536435
1306,47.60339645
1307,47.63144602
1308,47.50597762
1309,38.16908883
1310,29.51512014
1311,31.06113939
1312,22.84232805
1313,25.07129905
1314,14.01375703
1315,29.79624573
1316,40.25788522
1317,39.64805996
1318,42.68321144
1319,46.72058162
1320,47.42246469
1321,45.15603698
1322,15.37688828
1323,19.13100476
1324,20.60859701
1325,24.87201412
1326,47.87994336
1327,23.9744028
1328,18.74825685
1329,18.53016928
1330,18.57667272
1331,9.837996169
1332,23.62628635
1333,38.63544097
1334,37.20601408
1335,48.38957938
1336,46.76999925
1337,44.85002948
1338,16.78512646
1339,19.328352
1340,22.35622558
1341,21.63654302
1342,49.70727879
1343,48.22941999
1344,41.64573586
1345,26.20342269
1346,24.34140506
1347,19.7345567
1348,17.14925796
1349,41.1683443
1350,40.54650967
1351,40.12061741
1352,40.40105397
1353,38.79206267
1354,38.78874184
1355,38.60768253
1356,42.89598848
1357,38.37635349
1358,48.19221193
1359,29.68801311
1360,22.45516246
1361,22.15353116
1362,16.65347102
1363,16.47298261
1364,17.51551946
1365,13.37277408
1366,13.14329245
1367,40.38730378
1368,48.35009493
1369,25.72042771
1370,25.47396023
1371,18.58531475
1372,9.445806496
1373,37.13226996
1374,48.13615601
1375,47.65218446
1376,47.96968021
1377,26.50835631
1378,19.77584823
1379,40.74700307
1380,41.67765463
1381,47.27834551
1382,17.3581619
1383,9.067372707
1384,36.7343749
1385,43.01624827
1386,40.67240044
1387,47.37436035
1388,48.23265389
1389,46.59853157
1390,14.54404341
1391,18.99797478
1392,20.13624718
1393,15.87144046
1394,15.8790687
1395,12.45388076
1396,42.3078334
1397,48.80277878
1398,48.61208622
1399,48.69456008
1400,27.96859429
1401,27.82073103
1402,45.66157173
1403,45.94197171
1404,45.95534871
1405,42.74186793
1406,43.11797663
1407,43.26110869
1408,45.54986198
1409,44.04582459
1410,43.40504746
1411,43.29592577
1412,46.30953663
1413,47.36026728
1414,11.83494454
1415,25.95336143
1416,36.33312558
1417,46.52475394
1418,46.44615845
1419,46.43005733
1420,14.43111566
1421,15.13394779
1422,15.21554467
1423,14.9985291
1424,16.82939046
1425,13.67980982
1426,13.33151277
1427,23.82476723
1428,39.1547979
1429,47.10427414
1430,47.26430114
1431,46.77000148
1432,46.63963833
1433,45.16681143
1434,19.39733047
1435,17.64148245
1436,17.73609657
1437,17.80184581
1438,18.12718702
1439,19.98043484
1440,35.23113118
1441,41.30378545
1442,47.58194874
1443,47.15526962
1444,44.51649378
1445,23.95226605
1446,17.04321213
1447,40.69988507
1448,45.97534822
1449,44.29808844
1450,27.41257999
1451,13.84895301
1452,15.205463
1453,15.44787083
1454,12.74629657
1455,37.43546029
1456,39.43893744
1457,48.65793776
1458,47.73643078
1459,46.44708258
1460,18.34489418
1461,15.07075558
1462,19.89242833
1463,37.10308176
1464,46.57180797
1465,47.12714529
1466,47.0661284
1467,45.8775894
1468,42.94427944
1469,42.11063542
1470,42.89978708
1471,42.86517895
1472,47.11921168
1473,46.51474336
1474,12.44224286
1475,17.65179522
1476,18.39678893
1477,11.85559464
1478,40.25238725
1479,39.61452303
1480,47.24346501
1481,46.93157088
1482,46.86289657
1483,25.60987152
1484,22.90561963
1485,22.96928954
1486,18.6457572
1487,18.49080188
1488,11.44837603
1489,11.23497648
1490,26.09702433
1491,36.99952968
1492,46.8834101
1493,46.58870242
1494,46.48219454
1495,45.20540579
1496,18.53997077
1497,16.27606824
1498,14.99942773
1499,8.97516439
1500,21.03070945
1501,39.07077155
1502,43.97980542
1503,47.75400071
1504,46.98435239
1505,45.63150296
1506,16.20171331
1507,23.74876545
1508,21.17746437
1509,18.33304246
1510,19.47974605
1511,14.23539616
1512,13.95266347
1513,39.04265998
1514,44.10925215
1515,38.0900656
1516,44.48005362
1517,22.22335041
1518,9.677261626
1519,34.21735439
1520,36.17595188
1521,47.62762632
1522,47.57681367
1523,24.96390556
1524,25.04465448
1525,22.04561862
1526,20.23418425
1527,19.79035783
1528,39.28947246
1529,32.82615527
1530,45.8035372
1531,46.92064808
1532,38.05076504
1533,38.22054809
1534,42.3901921
1535,42.76714043
1536,35.92136194
1537,46.77060747
1538,46.49819945
1539,47.81518757
1540,46.98770557
1541,45.14697877
1542,31.22563687
1543,27.48114983
1544,28.16045618
1545,25.80558153
1546,26.20919471
1547,40.14254022
1548,47.5927268
1549,47.99204923
1550,47.25465883
1551,45.35084396
1552,25.641858
1553,21.11757854
1554,20.11543214
1555,19.44144069
1556,9.279054322
1557,22.60074667
1558,36.33127289
1559,47.89315023
1560,48.49781121
1561,47.51710877
1562,47.39356159
1563,12.14417379
1564,16.40456766
1565,12.02267418
1566,11.69805772
1567,22.95605591
1568,46.07908532
1569,47.5391154
1570,19.3616742
1571,19.49639651
1572,17.22508219
1573,17.33290713
1574,12.22868857
1575,20.62974725
1576,42.76872908
1577,41.36387558
1578,48.05263083
1579,48.23863179
1580,46.12497759
1581,44.46397978
1582,23.57979773
1583,15.31012446
1584,12.93572125
1585,10.54534922
1586,38.10996181
1587,41.08189708
1588,38.40769804
1589,38.84505579
1590,47.5405136
1591,46.90976262
1592,46.88156528
1593,37.41554771
1594,27.40567361
1595,17.59217479
1596,14.90738874
1597,29.99316525
1598,38.22629429
1599,35.10903137
1600,44.65919432
1601,44.70534908
1602,44.97697119
1603,44.82719098
1604,31.84377062
1605,36.07620215
1606,40.09370057
1607,39.95033689
1608,35.35402715
1609,46.77538475
1610,46.82018721
1611,46.55069506
1612,45.18756619
1613,17.30862444
1614,20.31050877
1615,20.33143227
1616,19.9523317
1617,36.72461472
1618,40.7731398
1619,46.57046307
1620,46.59565002
1621,46.35699744
1622,46.41739283
1623,45.8711018
1624,44.49718881
1625,23.83881336
1626,16.67904997
1627,24.02536274
1628,24.15463786
1629,17.71225898
1630,10.73918118
1631,46.18211764
1632,46.25686754
1633,46.12954583
1634,46.1365606
1635,46.44434408
1636,44.34448314
1637,14.79881748
1638,18.31678539
1639,18.78278803
1640,16.76488208
1641,11.81332606
1642,24.65898007
1643,38.22879672
1644,42.77340599
1645,47.5890568
1646,47.94640252
1647,47.01273231
1648,16.65507164
1649,17.10541369
1650,17.42392969
1651,19.17336167
1652,9.887960765
1653,24.71753641
1654,37.88203973
1655,37.05804771
1656,48.31294631
1657,44.39739188
1658,16.57860556
1659,20.33987759
1660,20.36810304
1661,17.69274566
1662,19.34346337
1663,19.68868265
1664,19.71020474
1665,35.42998326
1666,47.05711889
1667,37.3306905
